resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Evening Run,8081.3,2263,2313,22.5,Run,Run,0,Strava App,15051193879,2025-07-08T22:11:45Z,2025-07-08T18:11:45Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,6,0,1,0,"{'id': 'a15051193879', 'summary_polyline': 'ma|yFlcffOUAWFMKS?k@EKEUAUO{@QMKq@OoD_Be@MQ@m@E_AT[@MPo@FOFq@?WDMCYDW\\MDQE_@@[?a@CW?SEWJKA[Be@AKDU?OBGAc@UGAEJ@JI\\ARDTCPB`@@~@KfAIXA^Ib@?~@Fr@GRQNMFi@@OJATBHEJA\\CN?^CFBPKr@@LEd@BHEL?`@EN?^E`@@DGp@@NOlBCnBHRFBHBLEJ?Pf@A`@Dp@CPBh@Jp@JPFARSd@ODERGh@IN@bAAJBJLl@DJDXED@DAh@?XCLBVCPHNBDDb@L^AJCNBBJCPAn@FvEBNJJJ?NFDLGr@BhAANBNA`@D~AAPB`@AHJrBFHF@ZMNBXCn@@DCPAPD@HG^BhACXDpAAZFz@AF@b@C`@F`@E^BbAFh@C`@D`@C~@Fp@C^Db@Az@Tn@VBDT?HKXDP?z@AN@ZBDA\\BXCXHtAC`@?XDh@Cl@BHBZCd@D\\Ah@BX?b@@PAH@HAf@BPCr@H`@CNHf@AF@RGb@@`@EXAr@EXBd@AN?ZBFAb@DPAPFJJ?RMZAVGL?VI^CPEJKVG\\QT[Na@l@}@^}@r@qAPUJY@MYUM[KGUWEACMUOMWUMGKYYWg@MOKaA@UEy@AeBIiB@a@BWH_@NQj@gAJg@BEDY?YBMAg@DGFAF@FFRIHB`@Gl@?p@SDBLAl@@d@EL?\\CRBZEZ@ZCRBb@Ed@?\\E^@r@GF@ZA`@Eb@@ZEXBbAEDKAOKU@g@Gs@?sACWBa@C_@B_@CO@uAIyABk@GoAB]E_A?{@CW@}@Eq@B[CYAoCE}@AmBC[CyDCc@Gg@Qi@[i@Qc@Gg@EK?IMs@@]AYCMC{BBq@HDRSH@^Kd@G^?DCN?d@BJIP?XKTAXID@VVLBJHZD`@@PADCPAH@v@Cn@@JEJBj@CTMLQHUDYCgACOBm@FWRi@X_@^UXIv@GJ@RCl@[JMR_@PUFMHI@I?EIGUI?G[a@GA_@o@mAoA]g@KECGEAi@m@EIQUM_@EEG?GFCJOPWHgAFYDEAi@JCAWFI`@IT_@PE?IHG@]j@Sh@G\\KBQTG@MPCFKLKVMDKCYBEEGS@c@Cq@@]', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.10723, -85.069373]","[41.107262, -85.069511]",,3.571,5.58,FALSE,FALSE,FALSE,249.3,238.7,16069263540,16069263540,A5D2AD8C-D414-4625-BB97-3A00EE8B51DE-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",We Back (again),8114.8,2383,2515,18.8,Run,Run,0,Strava App,15040329762,2025-07-07T23:01:29Z,2025-07-07T19:01:29Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,7,5,1,0,"{'id': 'a15040329762', 'summary_polyline': 'qz{yFhrffOBl@G`AKROn@CVGJUbAkAdFOb@Kr@CDCN@fBGPDVA\\Bb@A`@BNCFB^CFDx@?p@G@MIKBEAEB[?GAEG?K@IC_@AmAGu@Sm@GIa@UQ[IGa@Ke@AKCWFQ?EPFt@NNR@JN@XAXBR?\\@HAn@@N?`@BTAP@j@DV?tBFr@A^BTJPJFd@L@LA~@Dp@CN@zAQNELQNIRB^CX@f@AfA@z@Ht@CxADXAn@B\\ANBZCTDj@CNBdAALBD@\\CVD^C`@Bn@?v@DL?LCh@@FGj@GREDCN[b@GP?DOXMf@BfACVBn@A\\Dv@AdANtALX@JPVL^nBjB@FRNNTRLDJ?FUXCHSZ?DUVENKNYr@EBCJEBO`@U\\MXUPELGB_@RaAR[F]AEBM?CDk@Fa@RCD[XMDWDYAEBq@@QDGCSFIHAHHb@C\\@VBH?dABb@Cf@B`@?hAB\\CPDfA?~@@dAAZDr@AVDx@Af@B^A^Ht@El@D|AAh@@D@vBB^?d@BnAGj@BNDHLFL?DB`@KPFXGV@tCEPCJDp@IZ@d@CXNFAVIP@PEXMNBXELB`BGF@FCtAAjAGx@@f@GX@ZEXDDEj@@PAHED@f@EvA@^Ed@@f@Ed@?XGLOAYDSGqA@QGiA@_@?WCE@c@AG?[CO?O@e@Eu@A_CCc@@]CK@WCcAEM?gAEc@@WTq@AGF_@EQBu@C]@g@GWDOGiA@yAEiAE_C@aAEk@?gDC_@BMC]?q@Cs@BIHGZDlAe@XQNEBEJCHGJCN@NMHATOTCb@OTMVE\\SN?h@OT?~@Wl@GJBTCBCJCl@CLEXF`ASDED?JGD?dBmALODCPYXUB[Kw@K]?IOk@QUWi@s@y@E?CIMACEE?KGy@Ws@KE@GCaBLc@E{@Fa@?EAuBPw@N[@QFmABY?GEy@?[Kq@?GG@_@Ce@@m@AO@]Cs@?_@E{B@]CMA{@@OAOF]GQ@GCGAY@GCg@Bg@CmA@QIQECMQEO?iCEwABYEsA?y@CQ@w@Ca@?i@A[@GCY?[E}@@QC}@@]Cq@EKG]Sg@OQKc@GIG_@GKIq@Cw@AG?k@COAkACc@@w@Ei@?aAAOBIEa@@i@CM@SC}@@WCe@@U', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107215, -85.069543]","[41.107321, -85.069497]",,3.405,4.84,FALSE,FALSE,FALSE,248.3,240.1,16057332050,16057332050,1CC5E7F2-B3FB-4743-ABD0-BD7611D7947E-activity.fit,FALSE,0,1,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Monday Tread,8046.7,2479,2479,0,Run,Run,,14894692277,2025-06-23T20:52:25Z,2025-06-23T20:52:25Z,(GMT+00:00) GMT,0,,,,0,5,1,1,0,"{'id': 'a14894692277', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g20679662,[],3.246,,0,FALSE,FALSE,FALSE,,,FALSE,0,1,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",800m - Friday Night Spikes,804.7,123,123,0,Run,Run,1,14864306933,2025-06-20T23:02:59Z,2025-06-20T23:02:59Z,(GMT+00:00) GMT,0,,,,0,6,0,1,0,"{'id': 'a14864306933', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g21189657,[],6.542,,0,FALSE,FALSE,FALSE,,,FALSE,0,1,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",1600m- Friday Night Spikes,1609.4,278,278,0,Run,Run,1,14864296483,2025-06-20T22:58:25Z,2025-06-20T22:58:25Z,(GMT+00:00) GMT,0,,,,0,9,2,1,0,"{'id': 'a14864296483', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g21189657,[],5.789,,0,FALSE,FALSE,FALSE,,,FALSE,0,1,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Warmup,1931.2,576,576,0,Run,Run,,14864251954,2025-06-20T20:55:34Z,2025-06-20T20:55:34Z,(GMT+00:00) GMT,0,,,,0,5,0,1,0,"{'id': 'a14864251954', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g20679662,[],3.353,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",That Was a Wet One,9682,2933,4255,28,Run,Run,0,Strava App,14844901108,2025-06-19T00:08:16Z,2025-06-18T20:08:16Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,6,5,1,0,"{'id': 'a14844901108', 'summary_polyline': 'ka|yFhcffOy@CWEs@EiA]WEu@Y]GMBE?QOcAg@UU_@Oe@M[C[?s@H[JST[Dc@NWBe@CCOBWI_I?[FUEq@CmBEm@@]Am@Be@EgF@g@Gy@CyBKgBA{A@m@AcAAUIMa@@q@Cq@FmC@kAH{@@{@FWAcFTwCDQBoABe@FcB?{@Fe@A_AJeA?SBe@@IA[Ji@Hq@Eo@DiDFQTQQg@GgAJu@@SC{@FUAsAFiA?_AFg@?cCF_@DwA?kCJQA]Bm@AgAHaEFk@As@Fi@EYBi@CODSA]DmA?]BUCSB}A@K@QASBsBDwA@QA}@DsC@_DFk@AcA@IHCPD`@Bn@B`DJ`@Bv@?tBHlDEpAFtCAp@B\\BhABZ@pBBd@@zBB^Eb@D|DDt@Af@Fb@?lADbC@xBA|@S`@Kt@KFs@CiADi@?y@Fe@AcBNs@BYAQFGJAFBf@Cj@@tAQfBDBVeBEgDDc@JAd@FR?REfBCNE\\ALEb@Dn@EHDVGf@Dl@GHLPAZPGXD\\DdGDr@CJBb@A~E@`@?ZDp@CD?V?TBF?f@ALBPAXH\\LPBPADB^?d@@FANDv@AHBD@\\AJGJCPBTAHCHIFALBPA^BD?n@Ax@@LBDJHF@JHJZJNB?LADEHDVAHBJILBREL@JDJ@JC\\Dh@KNFPET@d@IHDRIRM~@Y\\]J?JCf@@Df@Z\\D?VTTEJ@PAXEPBTEJBV?l@GFFRd@JJN@JCL@PCL@JERD@C\\CdA?b@GtAAPEHDJABDDAJGz@CBATBHADCr@AFBXGdBAp@GN@JAHBJCl@?^EHD^E`@?NQD[FATDJChACRGbA@j@GHBh@EV@vJUPCh@?RE^@RIDDTGX?HGZEX?DE\\ANBBL?ZFPHBTE\\?FKHCj@Bx@EVDPCP@jAGBB^CXBVEV@`@CLDnAKDBj@EJBJ?DCLBVCz@AXELBDC`A?TCJIN@NChB?r@GzBEJ@PE\\@f@CJBj@GH@VAj@@\\FNATKVHREz@?PADEHYDCJUHCDBh@CH@\\CDBh@GrCE`@GPBPCt@?NGBQ?}@KoC?w@FkAC_@@OAOBu@Ao@DMCQBGHANHHCZ?BGNId@GV?PQDk@CO@GAg@@IEa@?s@COBGCi@AsBZkBd@qBL]B_@h@gBFc@XeAN}ABo@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107191, -85.069502]","[41.106811, -85.069549]",,3.301,4.98,FALSE,FALSE,FALSE,249,241.3,15843302041,15843302041,637CA16D-2429-47EE-A0FF-9E5CFD961C7C-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Way Too Hot,3225.9,885,937,5.5,Run,Run,0,Strava App,14780894878,2025-06-12T20:58:50Z,2025-06-12T16:58:50Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,5,0,1,0,"{'id': 'a14780894878', 'summary_polyline': '{_|yFz|efOWAMDa@AKGg@KEEYEE?OCECWAs@M[MG?EEYImAUEACEBQD}@GY?oA@QC{@?{@AI@c@CMBc@C_@AaBDc@Tq@LM?MIa@MKEQGMIIg@{@a@WYCMIIICMEAMBKEY_@GSG]AWB]JY?QZyADi@H_@?IH_@Hk@@WEQBUXHLEX@`AE^?PCX@`@ER@NClAAd@EnAAHCX@LCF@PABCr@@NCL@\\Cb@ER?DAx@AF@j@EZ@|@IZBDC|@CDCJBn@?FCL?DC`@C~@@JEj@@l@Eh@BrAMJ@RCX@NET@JCD@DFCf@Dj@p@xBd@jANjAAb@JzD?rAD`@CLBb@AD@~ABL?RCH@HJd@CFSFEPMh@Ar@BZDTNZ`@xAAh@EXO^Ot@ObAI\\@P]j@?TGf@G@SUUCWKM@ICMIgAOKBc@DYJ_@^Yd@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107131, -85.069745]","[41.106823, -85.06956]",,3.645,5.02,FALSE,FALSE,FALSE,246.8,239.8,15774038742,15774038742,9B6F67D8-A547-4224-A994-299A79AC7C05-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Pickleball Out ‘n Back,10245.2,2729,4819,19.9,Run,Run,0,Strava App,14772278477,2025-06-12T00:37:29Z,2025-06-11T20:37:29Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,3,6,1,0,"{'id': 'a14772278477', 'summary_polyline': 'ua|yFncffO{BS{@Y]IOKKBSM}@SSOy@[eAg@QE_@CQGYBOC}@\\eATc@Fa@@EGDa@Ce@Bc@IiCBQEkBFUC[?w@Ee@@]Iy@Dc@G{ACqB@]EWKGAIBO?q@BOHO@YCc@CoAEc@Cs@BOCoB@OCG@QCGBQAq@AMEEMEIBe@EqAHmBBEBKCkCFi@HcINqDRiA?QFUCiDNy@?uBHeANS@GE[Du@AKBiAHqA?QHc@HQ?SWG?k@LeAGy@HoDDcBHy@?uAFOAkAJ_A?UAiBJ[Co@DGBS@MCk@DwB?m@BYCi@F{@AyAF_@E[D_@@OCo@DWCi@F}@@KDU@YEoA@a@Dc@?YCWB[C[DiDDeB?{@FgBAUDIL?JDZAN@F?l@Bb@Cb@Hp@HVDDGb@?TD~A?`ABd@?v@BPCx@?bAB^C`@BT?dABZ@lBDXATDp@ARBv@CFBFAp@FrA?VEVBRA`ADb@Ab@Bd@Av@F~@B~@Cb@D|@AlADl@A`@BbACx@AFMJODORcFHe@DYN[Hc@Ag@B]DYCKPALHd@O|AFxACVGDLa@Dq@EiDB_@FKt@Dd@GpBGDBREj@Bd@G^@PEVBj@Eh@HXIDE@KE[@OEy@BOCaA@YCa@@a@AMAoAC_@AmBCECQB[AsACQ@e@Eq@Ay@Fc@EW?i@C_@@aDCG?]G_@?i@BQIsA@YAO?}@AG@a@CQBc@CEDYEeA@QCy@@IC{AAG?iAAYK]COBa@CQAe@@SAOAoBDKFCL?JFPGJB|@GlABVGzA@j@E~@BVCFB`AGTBDCDB^CFBh@Gf@@tACj@GPB|@ANCT@DCZBpAGpB@LCvCERBvDOZD~@If@B|@K|BAv@GXBrBMHBl@Ez@@nBK^@TEn@BJCRD`AKTBXGRBXEVJZG`A?^ElAEtABh@QN@lCKJEhAE`@@XM\\H~DOV@rEQ`B@`@K`@B^KlA@lAIfACLB`AIZB^En@Dt@GNE|AEVExA@t@AZEJDBLGZ?NGX?PI`@?PK^?HKf@GNObACj@FdAFNPX^RTFn@?b@VPRHXJJN`@Zh@@J@LCHIFINQn@?JCH?f@E|@Bf@Ad@BR?nA@JAvABf@Ev@@PCREhBKd@BP?RIPGl@X?LLh@TbD|@\\N\\@rAJ', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107229, -85.069506]","[41.107325, -85.069513]",,3.754,5.34,FALSE,FALSE,FALSE,248,241.5,15764748868,15764748868,81E7C9CC-1337-4206-A1CA-AF525EEE84A4-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Night Run,6444.3,1930,12747,18.9,Run,Run,0,Strava App,14751009026,2025-06-10T00:29:54Z,2025-06-09T20:29:54Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,5,0,1,0,"{'id': 'a14751009026', 'summary_polyline': 'yp{yFxsefOIuAS_ASg@CCOa@IOECCOWc@Ws@KIUq@BKPQFMHGFKPOPIHQTURc@Le@?KJOFWDKD[Ri@HCNDd@EJ@TAHBJCd@?`@E^DHE\\ABAh@@JGX?FAXNhARVEJBb@C`ABPCHGBIBQGsA@MCODYAa@S{@a@sAECAOIMOo@EGKi@CgALCNBP?DED?DBR?DEz@@FC^?DCHBZEND^GV@JCt@@^GV@z@I^@HBLCPBDBDXDBFPNT`@x@TZRn@P\\@JLZF\\HLF^JZD^Jf@AFDXDLB\\BFRzBDBB^XbB?PJr@@\\DLB\\Hd@TxBDL?RH^Bf@LdARr@@^TvADrABL?PBTA^@^AFDt@AP@F@\\?dA@HD~AA^@ZEPD`@BxCBZCv@Dx@ANDTCNDd@A^DjACHDjAAXDxC@D?|@Bt@Ad@BbABR?f@@XAVDn@A|@Bv@Ch@BL?jADj@AN@\\ALD\\ANBp@Ad@D^?d@C\\@DAR@TEFUEKD}@BQAy@@YAq@@EBGCMB[?MBUC]FGA]BKAIBa@AWBq@BWAWDYACBU?KBSC]FI?SFc@Au@DYCEBe@BUA[DMCQ@IAMBE?WHQ?YEk@Fi@?i@AGBS@ECi@DQAc@DWAYDy@IBk@Ec@@_@AMCe@BQAG?c@AO@GCOCyBEsA@i@Cm@?_AE]Oi@w@mBUuAOsGUGEEKAYOW[CGQOEIOQ[g@Y[KG[e@]WGKUSi@[USYGOKMCMOGAI@SIOCW?IEsACUD]CSDKA_@BSAGBUA{@@[DSLk@?u@HYAK@g@EUDo@?i@sAAu@@i@C_@BUFELAh@MJ@JETBVGZ@VCXBJCT@|@IRBPEV@VGFKGiCB_BFq@AMCCK@KE[EYMi@KQGGGEOMM}@i@AGBMDKDAJg@HkAAGBIHEFFRFD?\\JD?LDF?DBHADDl@Nh@PXDLFNALDf@FRFJAV@XKJBJ@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107153, -85.069371]","[41.107103, -85.069573]",,3.339,5.34,FALSE,FALSE,FALSE,248.5,236.2,15741816327,15741816327,69A87283-5F09-42E6-BD8F-175925BE4243-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",We Back,4827.5,1261,1279,10,Run,Run,0,Strava App,14605960577,2025-05-27T00:49:54Z,2025-05-26T20:49:54Z,(GMT-05:00) America/Indiana/Indianapolis,-14400,,,,0,7,1,1,0,"{'id': 'a14605960577', 'summary_polyline': 'ca|yFlcffOqCOQK_AS}@]k@MMGKKE?SIEGKA]Sk@SUMSEQAEBYEYDMAEDK@eAx@cARSASBKAWFWA[B_@?KCK@MCy@AKC[BCCGAOJk@AMDEAK@GAK@EAYBOEE?IEE?KIG?C?AJEl@?ZCLAPBfBS~AG\\AtB@`@BPFBN@DCl@?TERDRCJ@vBIV@JDBHAp@F`@DjA@xA@HAf@@jAHjABBNDd@D\\CFFF?DDF?FCRAF@ZCFBLCFDBJE`@@l@Cf@BFG]JVATBJ@jACb@@P?JBDAl@Bf@APBh@Ef@Bx@BHAf@BR@vBBFCf@Dh@@v@?n@Af@BNAJD~AA`AFd@?VDTBDH@VIPBNAL@DC`@@FCDBZEV?PCFBFAL@FCJ?ZEF@f@AXEZBDCn@?\\Ef@ADBNCh@Ab@EDBLCFBDCL?FCL@p@CL@ZC\\BJEF@DEb@@\\EZ@LCFBDCZ@NCL@DA^AFCb@@DCD@LC\\@LC^ALBFEV?F@TADC\\@LEFBJC\\@XELBHS@QMW@QCI@q@C[BSCe@@YCW@OGe@Dc@Ci@@QCGEwC[wAM]KMQa@Gc@GMEe@EQGoABSAI@YJMFMCi@@k@AIFOFE^?DCF?N@VGZBp@GX@LGn@IJCNQCgAKs@Ma@M{@IMEg@O_@CUIWASM[GcA@a@CQB_@CS?y@CODSMyBE?OJECYBKAYBYCMBEAEBKAG@ICCEBK?c@Ea@?a@AQ@EEO@GCa@?_@CY@a@IUU?KCaAHOACBU?MCY@EAQBa@GK@g@EECG@KCK@[EEBS@e@s@GCEMECG?GL@TGLAPE\\?T', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.107173, -85.069406]","[41.106816, -85.069469]",,3.828,6.3,FALSE,FALSE,FALSE,249.9,240.7,15585667407,15585667407,1987E5D6-53E8-4F82-9D5B-0B52752A9871-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",800m - Horizon League Conference Championship 2025,804.7,114,114,0,Run,Run,1,14451537393,2025-05-11T23:04:26Z,2025-05-11T23:04:26Z,(GMT+00:00) GMT,0,,,,0,9,6,1,0,"{'id': 'a14451537393', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g21189657,[],7.059,,0,FALSE,FALSE,FALSE,,,FALSE,0,3,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",WU,3218.8,905,1529,24.8,Run,Run,0,Strava App,14439927580,2025-05-10T20:49:53Z,2025-05-10T16:49:53Z,(GMT-05:00) America/New_York,-14400,,,,0,3,0,4,0,"{'id': 'a14439927580', 'summary_polyline': 'ue|yFrqgkNlACl@@R?HG@IGg@?q@Ba@C_@BkA?_@EO@UCc@BMCO?ODETCBEBIAKDCZq@BC@QDQFMH]Xq@ZcAV_@L[RMBEEa@C?DOTIFGN_@Js@TaA@ICKKMc@Wc@a@_Ae@e@c@e@SIIMCOQ_@WIKi@a@SGGIk@c@YWe@_@WIWCOGWOIIc@Se@a@OC]Ms@CMBc@CS@QAS@KAY@[Ca@FQCc@?g@CIBKCG@WCe@BGDm@FGCe@Bg@?E@YAy@DIG[BQEIBKCYDc@CnAF`BEJBz@?VBLCnAE\\IzAAV@^?JEHBZArAHJED@bA?PBNAd@Fd@Rv@n@H?XXVNPBHAFBFJD@DD\\NBDXJ^ZFJJLLBd@^VNTR\\Pj@h@LBf@ZHJz@h@b@\\FNEPJPAFKVEN@TI^CZMf@[p@_@`@Wd@AP[n@s@fCIJKXGJIZCBG@IVGDBd@ClBB`@AzD', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.11098, -80.65295]","[41.110263, -80.652924]",,3.557,5.46,FALSE,FALSE,FALSE,308.5,289.2,15406496931,15406496931,F72B17E4-A188-4C0C-AF88-EC111F1370EB-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Shakeout,3220.6,956,1063,9.3,Run,Run,0,Strava App,14436142663,2025-05-10T13:50:52Z,2025-05-10T09:50:52Z,(GMT-05:00) America/New_York,-14400,,,,0,7,0,6,0,"{'id': 'a14436142663', 'summary_polyline': 'ajkyFzrdkN?tA@HCf@DbDCN?~@@NAF?XDVLFTDZGPBb@APBDAD@JCVDT@JDDAJDL?XHDARLJ?p@d@VHPPVJHLpAt@PNVHHHPJD?DDb@Jj@DFBRBRAl@JFAJDVEVBLCJ?\\IHIXCz@q@NWJGz@oALIXL@DZ^DJXXLJJ?Ze@FEBMHIPc@PiAAc@Fy@Li@NWNO^Y^IZ?TCVBDAJ@b@PLZD?PCJGFQBQKWQKM@GHG@ITIDMAOBSCo@@KCi@PMHMJOVAFIHC\\IXIdAA`@Md@Uj@m@|@I?Q]QQQ]WEEGMAGBCFGDi@r@OVSPCTm@XCDg@PEDOD_ADIFO?SIQ?K@ECWAKEY?CCK@a@QM?IIYK{@i@w@m@KCYYw@a@MOQGKCEEOIWEc@MMCU?i@Ic@CW@YAE@QCg@?OEGK?I@IJUEM?c@BWA}A@}@CK@e@BOAS@}@@EEOB]', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.022797, -80.634993]","[41.02277, -80.634836]",,3.369,4.9,FALSE,FALSE,FALSE,327.4,317.7,15402502492,15402502492,86316510-826F-4598-89BE-F31D883CE980-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Pre Meet,6164.5,1903,7474,62.7,Run,Run,0,Strava App,14429042898,2025-05-09T18:41:04Z,2025-05-09T14:41:04Z,(GMT-05:00) America/New_York,-14400,,,,0,5,0,4,0,"{'id': 'a14429042898', 'summary_polyline': 'qd|yFlqgkNR?DCJBBC`@D^C@IEW?{@BOCE@[CQBkAAaA@yAFIVCDa@J]T[FYLWDUJQFYDK?IHKRw@LQFCLUPQ@IK]FB?KBENOJ?DIB_@Ps@Fk@Li@`@s@Pe@JKp@{AFGDUFKb@QNUJCFKNIHAFEDA@EP?DEI_@HO?KDMJKDI@GFK@OJWHEJDFH|@f@HR@LF?DI?QDIFKl@i@HWFYPW@K??BCv@zBGSIDAHBFHLRJH?HB\\\\VPF?XNPR^Tf@`@XNHJNJLDJ?X\\VRVXRFFFTLXXTFDHj@^@HKTG`@Uj@ALY|@OXOj@KPCP@HIHw@`CCL_@~@Id@E@Od@EBGRYhAe@tAGFG^KJCNq@pBGJI^GJG\\Yj@?FIRUx@EKOCo@c@_CiBYj@IHGTINOr@MTI`@Q^_@jAIHOp@GJGPAN]z@Qn@I@KCW@OES@_@E]@OCk@?a@EgBCm@GgACGE[@KEIBQAKES?k@Iw@@ICM@sBIE@mAKQ@i@GI?MEW@{@Ly@FQ@QCk@JgBREBGAEE?KBUCa@D}@A{@@_@CMBiAAI@eAAG@QC{@@w@CGBOE_@D}@CO@]AO?y@[BKC_@@UC?y@AIMMIOW[S_@SUKUYcAE@CBEVIN]FYCKCMMMEc@WOEO?WIK?OCE@KJSNEHSN_@n@MFEAI[Bc@Cu@DGCM@GEwAH[@QF]@e@FUJmA?SHc@FKBOT_@p@w@^e@HC`@B\\Jb@CNMLa@X_@\\QVULg@Fc@?QC_@Km@CEES@CVDHCb@ANHKp@GPG`@Qb@Kl@]dA?PWrAm@fBIHOZYv@CVKXCd@RZNd@BDLZf@|@d@rALr@RVHRVXl@~@JFCPBb@ALBDLAFEN@v@ED@LCBB|@BXCh@?NADAZNd@WLABCL?TKF?ZIH?j@OLBPALObABJCVBJAD@LCJ@DAHDBe@A]BSC_@FWAK@_@AKBQEg@D[X[DA\\AHGLAl@Qx@EsC|@IDKNWJK|A@HHRCJED?^CJDXCf@QCo@Dy@?[CYLATWt@O`B', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.110921, -80.652667]","[41.11113, -80.652847]",,3.239,5.12,FALSE,FALSE,FALSE,316.5,269.1,15394988707,15394988707,261210CF-9B77-4F26-945C-FFD4339CDA9D-activity.fit,FALSE,0,0,FALSE,,,
